Passenger_ID,Flight_ID,Airline,Origin,Destination,Flight_Status,Age,Gender,Income_Level,Travel_Purpose,Seat_Class,MembershipTier,Check_in_Method,Flight_Satisfaction_Score,Delay_Minutes,Booking_Days_In_Advance,No_Show,Weather_Impact,Seat_Selected,Distance_km,FlightDurationMinutes,DepartureDate,IsHoliday,Departure_Hour,Departure_Weekday,Departure_Month,Price,BaggageAllowance
P1949,F1904,Singapore Airlines,BKK,TPE,Cancelled,60,Male,Medium,Emergency,Economy,Silver,Online,8.0,7.0,99,0,0,Middle,2489,186,2024-09-08,0,22,6,9,646.11,20
P1950,F1583,Singapore Airlines,NRT,BKK,On-time,70,Female,High,Emergency,Economy,Silver,Online,7.2,0.0,32,0,1,Middle,4648,348,2024-06-06,1,9,3,6,703.29,20
P1951,F721,Japan Airlines,SYD,SYD,On-time,62,Male,Medium,Business,Economy,Gold,Airport Kiosk,5.2,1.0,14,0,0,Middle,0,0,2024-02-01,1,16,3,2,352.95,20
P1953,F936,Singapore Airlines,BKK,TPE,On-time,45,Female,Medium,Family,Economy,None,Online,9.6,9.0,79,0,0,Aisle,2489,186,2024-02-29,0,16,3,2,528.84,0
P1955,F1667,Singapore Airlines,SIN,KUL,On-time,43,Male,High,Business,Premium Economy,Silver,Airport Kiosk,6.8,1.0,69,0,0,Aisle,297,22,2024-08-31,1,22,5,8,529.76,0
P1956,F1940,Japan Airlines,SYD,SIN,On-time,43,Male,Low,Business,Premium Economy,None,Airport Kiosk,10.0,5.0,43,0,0,Window,6293,472,2024-08-05,1,12,0,8,452.37,20
P1957,F854,Singapore Airlines,NRT,BKK,Cancelled,29,Male,High,Business,Economy,None,Mobile App,8.4,2.0,29,0,0,Window,4648,348,2024-06-18,1,14,1,6,607.48,0
P1958,F1541,Korean Air,HKG,PVG,On-time,22,Male,Medium,Leisure,Economy,None,Mobile App,9.5,1.0,54,0,0,Window,1255,94,2023-06-15,1,3,3,6,285.47,40
P1959,F513,Singapore Airlines,BKK,HKG,On-time,75,Male,High,Emergency,Economy,Gold,Online,9.4,3.0,42,1,0,Middle,1689,126,2023-05-22,0,3,0,5,721.88,20
P1960,F1278,Japan Airlines,ICN,TPE,Delayed,18,Female,Low,Leisure,Economy,Silver,Desk,9.9,10.0,5,0,1,Middle,1463,109,2023-11-12,1,7,6,11,719.82,20
P1961,F1471,Malaysia Airlines,BKK,TPE,On-time,64,Female,High,Emergency,Economy,Gold,Online,7.0,10.0,105,0,0,Aisle,2489,186,2024-11-08,0,2,4,11,586.2,0
P1962,F1146,Qantas,SIN,BKK,Delayed,53,Male,High,Leisure,Premium Economy,Silver,Mobile App,6.8,15.0,77,0,1,Aisle,1416,106,2024-11-14,0,14,3,11,578.96,40
P1963,F1524,Singapore Airlines,NRT,ICN,On-time,48,Female,Low,Emergency,Economy,Platinum,Mobile App,6.1,3.0,77,0,0,Window,1256,94,2023-11-30,0,20,3,11,552.57,20
P1964,F438,Singapore Airlines,NRT,BKK,On-time,79,Female,Medium,Business,Business,Gold,Online,7.5,5.0,49,0,0,Middle,4648,348,2024-09-25,0,9,2,9,404.55,0
P1965,F288,Korean Air,HKG,BKK,Cancelled,63,Male,Medium,Emergency,Economy,None,Desk,6.3,3.0,24,0,0,Aisle,1689,126,2025-02-21,0,18,4,2,715.94,40
P1966,F22,Japan Airlines,BKK,KUL,Delayed,30,Male,Medium,Business,Economy,Silver,Mobile App,7.8,2.0,86,0,0,Window,1220,91,2024-01-02,0,15,1,1,526.1,40
P1967,F1201,Singapore Airlines,TPE,BKK,On-time,61,Female,Medium,Leisure,Business,Platinum,Mobile App,7.0,8.0,14,0,0,Window,2489,186,2024-11-09,0,4,5,11,312.56,20
P1968,F358,Qantas,SYD,SYD,On-time,78,Male,Low,Business,Economy,Platinum,Desk,5.7,10.0,90,0,0,Window,0,0,2023-11-11,0,5,5,11,478.56,40
P1969,F1853,Qantas,BKK,KUL,On-time,49,Male,Medium,Business,Economy,None,Online,5.6,9.0,32,0,1,Window,1220,91,2023-07-13,1,4,3,7,679.23,20
P1970,F287,Korean Air,ICN,BKK,On-time,27,Female,Medium,Family,Premium Economy,None,Desk,5.9,7.0,62,0,1,Window,3668,274,2023-09-15,0,16,4,9,708.81,0
P1971,F1368,Korean Air,ICN,TPE,On-time,30,Female,Low,Emergency,Economy,None,Online,8.2,15.0,119,0,0,Middle,1463,109,2025-04-14,0,3,0,4,394.16,0
P1972,F171,Qantas,TPE,ICN,On-time,33,Female,Low,Leisure,Economy,Platinum,Desk,6.4,8.0,64,0,0,Middle,1463,109,2023-08-24,1,2,3,8,604.2,40
P1973,F874,Japan Airlines,SYD,SYD,On-time,57,Female,High,Leisure,Economy,None,Mobile App,7.9,12.0,67,0,0,Window,0,0,2024-11-26,0,7,1,11,745.98,0
P1974,F124,Malaysia Airlines,TPE,ICN,On-time,77,Female,Medium,Family,Premium Economy,Gold,Online,6.4,19.0,5,0,0,Middle,1463,109,2023-05-10,0,12,2,5,582.34,20
P1975,F225,Korean Air,SYD,SYD,On-time,70,Male,Medium,Emergency,Business,None,Online,8.6,21.0,63,0,0,Aisle,0,0,2024-11-15,0,8,4,11,487.38,20
P1976,F907,Korean Air,TPE,ICN,Delayed,73,Male,Medium,Business,Economy,Platinum,Online,7.8,7.0,19,0,0,Window,1463,109,2025-01-01,1,8,2,1,510.66,20
P1977,F1049,Malaysia Airlines,ICN,HND,On-time,59,Female,Medium,Leisure,Economy,None,Airport Kiosk,8.6,19.0,61,0,0,Window,1209,90,2025-01-19,0,19,6,1,548.78,60
P1978,F1768,Singapore Airlines,SYD,SYD,On-time,39,Male,Medium,Business,Economy,None,Desk,6.6,9.0,1,0,0,Aisle,0,0,2024-04-21,0,15,6,4,593.92,20
P1979,F745,Singapore Airlines,KUL,DEL,On-time,48,Female,Medium,Business,Business,Gold,Desk,5.9,11.0,41,0,0,Window,3876,290,2024-08-01,1,17,3,8,273.93,0
P1980,F752,Japan Airlines,BKK,HKG,On-time,18,Male,Medium,Emergency,Economy,Silver,Airport Kiosk,6.7,11.0,90,0,0,Middle,1689,126,2023-07-11,1,4,1,7,647.91,20
P1981,F1671,Malaysia Airlines,HKG,BKK,On-time,66,Female,Medium,Family,Premium Economy,None,Airport Kiosk,5.4,6.0,119,0,0,Aisle,1689,126,2023-06-15,1,6,3,6,603.53,40
P1982,F1980,Japan Airlines,ICN,PVG,Delayed,46,Female,Medium,Emergency,Economy,None,Airport Kiosk,9.5,20.0,85,0,0,Middle,822,61,2023-05-06,0,7,5,5,515.85,0
P1983,F1310,Qantas,SIN,BKK,On-time,65,Female,Medium,Leisure,Premium Economy,None,Mobile App,7.4,6.0,107,0,0,Middle,1416,106,2023-08-03,1,4,3,8,650.46,20
P1985,F360,Malaysia Airlines,NRT,TPE,On-time,46,Female,High,Business,Premium Economy,None,Online,4.6,38.0,107,1,1,Window,2181,163,2025-02-16,1,17,6,2,657.12,0
P1986,F1230,Korean Air,SYD,SYD,On-time,43,Male,Low,Emergency,Economy,Silver,Mobile App,9.0,5.0,33,0,0,Middle,0,0,2023-09-02,1,9,5,9,724.0,40
P1987,F1986,Japan Airlines,BKK,KUL,Delayed,27,Male,Medium,Business,Business,None,Desk,6.9,3.0,111,0,0,Aisle,1220,91,2025-02-14,1,22,4,2,659.88,40
P1988,F1409,Singapore Airlines,NRT,HKG,On-time,74,Male,High,Leisure,First,Gold,Online,5.6,2.0,30,0,0,Middle,2962,222,2025-04-04,0,8,4,4,770.4,40
P1989,F31,Korean Air,KUL,BKK,On-time,62,Female,High,Family,Business,None,Online,7.3,2.0,61,0,0,Aisle,1220,91,2024-07-01,1,9,0,7,538.58,20
P1990,F1520,Qantas,SYD,SYD,On-time,75,Male,Low,Business,Economy,None,Online,8.1,7.0,95,0,0,Aisle,0,0,2024-07-24,1,12,2,7,590.97,20
P1992,F1271,Qantas,KUL,HKG,Delayed,49,Male,Low,Emergency,Premium Economy,None,Mobile App,7.4,9.0,113,0,1,Window,2543,190,2024-10-31,1,16,3,10,529.84,20
P1993,F577,Qantas,KUL,BKK,On-time,72,Male,Medium,Emergency,Economy,None,Mobile App,7.3,8.0,98,0,0,Window,1220,91,2024-02-16,1,6,4,2,633.88,40
P1994,F594,Singapore Airlines,SIN,PVG,Delayed,20,Male,Medium,Leisure,Economy,None,Desk,8.3,3.0,20,0,0,Middle,3805,285,2024-02-25,0,15,6,2,463.42,20
P1995,F1669,Qantas,TPE,HKG,On-time,34,Male,Low,Family,Economy,None,Desk,5.1,10.0,71,0,0,Aisle,806,60,2024-08-30,1,9,4,8,507.5,0
P1996,F1701,Japan Airlines,KUL,TPE,On-time,68,Male,Medium,Family,Economy,None,Online,4.7,11.0,31,0,0,Middle,3246,243,2024-01-13,0,4,5,1,263.83,20
P1997,F32,Korean Air,KUL,DEL,On-time,29,Female,Medium,Business,Business,None,Airport Kiosk,3.7,6.0,16,0,0,Window,3876,290,2023-08-02,1,20,2,8,373.56,40
P1998,F575,Singapore Airlines,ICN,KUL,On-time,23,Female,Low,Family,Economy,None,Airport Kiosk,10.0,3.0,80,0,0,Middle,4612,345,2023-09-20,0,2,2,9,472.26,40
P1999,F387,Qantas,ICN,KUL,On-time,58,Male,Low,Family,Premium Economy,Gold,Airport Kiosk,6.5,2.0,92,0,0,Aisle,4612,345,2024-12-21,1,19,5,12,685.11,20
P2000,F1340,Qantas,NRT,ICN,On-time,57,Female,Low,Leisure,First,Gold,Online,8.4,1.0,28,0,0,Middle,1256,94,2024-08-14,1,1,2,8,700.98,80
P2001,F1000,Japan Airlines,SIN,BKK,On-time,73,Male,High,Emergency,Economy,Gold,Mobile App,6.2,16.0,71,0,0,Window,1416,106,2024-08-23,1,20,4,8,316.03,0
P2002,F718,Malaysia Airlines,SIN,PVG,Delayed,66,Female,High,Emergency,Premium Economy,None,Desk,4.6,9.0,38,0,0,Middle,3805,285,2025-04-15,0,11,1,4,651.94,20
P2003,F17,Singapore Airlines,ICN,PVG,On-time,27,Male,Medium,Emergency,First,Gold,Airport Kiosk,8.5,9.0,52,0,0,Aisle,822,61,2024-01-18,0,3,3,1,816.04,0
P2004,F301,Malaysia Airlines,BKK,KUL,Delayed,24,Male,High,Family,Economy,Platinum,Airport Kiosk,8.5,11.0,60,0,0,Middle,1220,91,2023-05-18,0,13,3,5,650.44,60
P2005,F78,Korean Air,ICN,HKG,On-time,72,Female,High,Leisure,Economy,None,Online,8.0,4.0,67,0,0,Middle,2069,155,2023-12-31,1,19,6,12,510.28,60
P2006,F345,Malaysia Airlines,SYD,SYD,On-time,34,Male,Low,Leisure,Economy,Silver,Desk,8.2,5.0,87,0,0,Middle,0,0,2024-08-07,1,8,2,8,631.06,20
P2007,F574,Singapore Airlines,TPE,BKK,On-time,66,Female,Low,Emergency,Economy,None,Desk,4.9,6.0,4,0,0,Middle,2489,186,2025-02-28,0,19,4,2,75.99,40
P2008,F1717,Korean Air,NRT,BKK,On-time,39,Female,Medium,Family,Economy,None,Online,8.8,8.0,65,0,0,Aisle,4648,348,2024-10-08,0,3,1,10,683.6,0
P2009,F1204,Singapore Airlines,SYD,SYD,Cancelled,36,Female,Medium,Leisure,Premium Economy,Silver,Mobile App,8.3,0.0,82,0,0,Window,0,0,2023-11-19,0,5,6,11,429.08,0
P2010,F1871,Korean Air,TPE,ICN,On-time,43,Female,Medium,Family,Premium Economy,Silver,Airport Kiosk,6.5,0.0,115,0,0,Middle,1463,109,2023-09-03,1,19,6,9,428.52,0
P2012,F645,Singapore Airlines,SYD,SYD,Delayed,34,Female,Low,Leisure,Business,None,Airport Kiosk,8.3,11.0,47,0,0,Middle,0,0,2024-03-13,0,9,2,3,582.09,0
P2014,F1717,Singapore Airlines,ICN,HND,On-time,67,Male,Low,Business,Premium Economy,Silver,Online,6.1,0.0,9,0,0,Middle,1209,90,2024-06-10,1,2,0,6,456.5,0
P2015,F1985,Singapore Airlines,SYD,SYD,Delayed,29,Female,Medium,Emergency,Economy,Gold,Online,4.1,3.0,76,0,0,Aisle,0,0,2024-10-17,0,23,3,10,713.54,0
P2016,F1687,Singapore Airlines,KUL,HKG,Cancelled,43,Female,Low,Leisure,Premium Economy,Gold,Mobile App,7.7,10.0,108,1,0,Middle,2543,190,2025-04-12,0,21,5,4,663.22,0
P2017,F552,Qantas,TPE,SIN,On-time,77,Male,Low,Business,First,None,Mobile App,8.1,29.0,48,0,0,Aisle,3222,241,2025-01-28,1,22,1,1,977.82,60
P2018,F1869,Singapore Airlines,SYD,SYD,On-time,62,Male,Medium,Business,First,None,Airport Kiosk,9.7,10.0,111,0,0,Window,0,0,2023-07-06,1,14,3,7,678.63,20
P2019,F1558,Qantas,SYD,SYD,On-time,75,Male,High,Business,Economy,Silver,Airport Kiosk,5.8,5.0,7,0,0,Aisle,0,0,2024-07-27,1,6,5,7,-60.93,20
P2020,F1468,Singapore Airlines,BKK,HKG,On-time,57,Female,Medium,Family,Economy,Gold,Desk,8.9,22.0,91,0,0,Middle,1689,126,2023-11-16,0,12,3,11,604.35,0
P2021,F924,Malaysia Airlines,NRT,HKG,On-time,39,Male,Medium,Leisure,Premium Economy,Silver,Desk,6.7,5.0,100,0,0,Middle,2962,222,2025-03-31,1,15,0,3,594.74,20
P2022,F692,Japan Airlines,BKK,KUL,On-time,74,Female,Medium,Emergency,First,Silver,Online,5.0,4.0,105,0,0,Middle,1220,91,2023-11-09,0,13,3,11,546.38,40
P2023,F1712,Qantas,ICN,HKG,On-time,66,Male,Medium,Family,Economy,None,Airport Kiosk,6.3,4.0,90,0,0,Middle,2069,155,2024-01-19,0,20,4,1,351.36,20
P2024,F1519,Korean Air,SYD,SYD,On-time,56,Male,Medium,Business,Economy,None,Online,2.3,17.0,57,0,0,Middle,0,0,2023-05-14,0,11,6,5,552.66,20
P2026,F1184,Malaysia Airlines,SYD,SYD,On-time,50,Male,Medium,Business,Economy,None,Online,7.3,2.0,18,0,0,Aisle,0,0,2023-11-04,0,4,5,11,236.77,0
P2027,F1356,Qantas,SIN,BKK,On-time,18,Female,Medium,Emergency,Economy,Gold,Online,5.6,7.0,72,0,1,Aisle,1416,106,2024-02-19,1,6,0,2,649.32,0
P2029,F1864,Singapore Airlines,KUL,HKG,On-time,50,Male,Medium,Leisure,Economy,Gold,Desk,5.9,7.0,90,0,0,Aisle,2543,190,2024-10-07,0,4,0,10,553.68,20
P2030,F1589,Malaysia Airlines,SIN,TPE,On-time,76,Female,High,Family,Premium Economy,Gold,Online,8.1,8.0,43,0,0,Window,3222,241,2023-06-04,1,22,6,6,750.88,20
P2031,F532,Japan Airlines,ICN,TPE,On-time,74,Male,High,Emergency,Premium Economy,Gold,Airport Kiosk,6.1,6.0,17,0,0,Window,1463,109,2023-11-17,0,21,4,11,448.58,0
P2032,F1011,Singapore Airlines,NRT,BKK,On-time,73,Female,High,Family,Economy,None,Online,6.8,14.0,100,0,0,Window,4648,348,2024-11-18,0,15,0,11,644.31,20
P2033,F1067,Korean Air,KUL,BKK,On-time,77,Male,Medium,Family,Economy,None,Mobile App,7.8,0.0,13,0,0,Middle,1220,91,2024-05-31,1,8,4,5,687.68,0
P2034,F888,Singapore Airlines,SIN,HKG,On-time,79,Male,Medium,Emergency,Economy,Gold,Airport Kiosk,8.9,6.0,113,0,1,Middle,2565,192,2024-11-04,0,20,0,11,412.94,0
P2035,F713,Korean Air,TPE,HKG,On-time,75,Female,Low,Family,Economy,Silver,Desk,7.7,4.0,106,0,1,Aisle,806,60,2023-08-21,1,7,0,8,884.7,40
P2036,F59,Malaysia Airlines,TPE,HKG,On-time,46,Male,Low,Business,Economy,None,Desk,4.5,6.0,39,1,0,Window,806,60,2023-09-18,0,22,0,9,556.65,20
P2037,F186,Qantas,HKG,BKK,Cancelled,24,Male,Low,Family,Business,None,Airport Kiosk,10.0,2.0,17,0,0,Aisle,1689,126,2024-04-18,0,22,3,4,446.7,20
P2038,F1865,Qantas,KUL,HKG,On-time,45,Male,High,Family,Economy,None,Airport Kiosk,8.9,10.0,37,0,0,Aisle,2543,190,2024-04-14,0,13,6,4,430.28,0
P2039,F22,Korean Air,BKK,TPE,On-time,76,Female,Medium,Emergency,Business,None,Mobile App,7.1,5.0,78,0,0,Middle,2489,186,2023-10-10,0,3,1,10,577.48,20
P2040,F538,Japan Airlines,KUL,BKK,On-time,31,Female,Low,Business,Premium Economy,None,Mobile App,5.9,7.0,36,0,1,Middle,1220,91,2023-10-24,0,15,1,10,199.68,20
P2041,F1131,Malaysia Airlines,NRT,BKK,Cancelled,49,Male,High,Business,Premium Economy,None,Online,7.4,11.0,31,0,0,Window,4648,348,2023-08-30,1,4,2,8,596.04,20
P2042,F1499,Qantas,NRT,TPE,On-time,18,Female,Low,Business,Economy,None,Desk,5.2,7.0,7,0,0,Aisle,2181,163,2023-04-30,0,21,6,4,562.35,0
P2043,F1867,Malaysia Airlines,BKK,KUL,On-time,76,Male,Low,Business,Economy,None,Desk,5.1,3.0,55,0,0,Middle,1220,91,2023-07-20,1,8,3,7,743.96,0
P2044,F1285,Singapore Airlines,NRT,TPE,Delayed,56,Male,Low,Family,Premium Economy,None,Online,6.7,22.0,63,0,0,Window,2181,163,2024-05-11,0,8,5,5,481.53,0
P2045,F368,Qantas,SYD,SYD,On-time,27,Female,Medium,Emergency,Economy,Silver,Mobile App,5.2,22.0,97,0,0,Aisle,0,0,2023-10-09,0,3,0,10,293.1,40
P2047,F1503,Singapore Airlines,HKG,BKK,On-time,79,Male,Low,Family,Economy,None,Airport Kiosk,5.9,3.0,89,0,0,Window,1689,126,2023-05-31,1,3,2,5,609.19,40
P2048,F1925,Korean Air,KUL,TPE,On-time,63,Male,Medium,Emergency,Economy,Gold,Mobile App,8.9,4.0,114,0,0,Middle,3246,243,2024-11-01,0,9,4,11,718.3,60
P2049,F1859,Malaysia Airlines,SIN,BKK,On-time,50,Female,Low,Business,Economy,Gold,Mobile App,8.3,16.0,81,0,1,Window,1416,106,2025-04-18,1,7,4,4,650.47,0
P2051,F1533,Japan Airlines,HKG,PVG,On-time,77,Female,High,Leisure,Economy,Gold,Desk,5.3,2.0,48,0,0,Window,1255,94,2024-03-07,0,6,3,3,233.0,20
P2052,F1170,Japan Airlines,SYD,SYD,On-time,79,Female,High,Leisure,Premium Economy,None,Online,10.0,14.0,18,0,0,Aisle,0,0,2024-03-01,0,23,4,3,429.36,20
P2053,F607,Korean Air,KUL,BKK,On-time,38,Male,Medium,Business,Economy,None,Online,4.6,10.0,36,0,0,Window,1220,91,2024-12-31,1,8,1,12,626.97,40
P2054,F599,Singapore Airlines,ICN,BKK,On-time,73,Female,Medium,Leisure,Economy,None,Mobile App,6.0,2.0,111,0,0,Aisle,3668,274,2025-01-12,0,0,6,1,521.26,0
P2055,F1096,Malaysia Airlines,NRT,TPE,On-time,34,Male,Medium,Emergency,Economy,Gold,Mobile App,7.5,7.0,95,0,0,Middle,2181,163,2023-12-04,0,11,0,12,294.04,20
P2056,F635,Qantas,SYD,SIN,Delayed,30,Male,High,Leisure,Premium Economy,None,Online,6.4,11.0,83,0,1,Middle,6293,472,2023-06-29,1,19,3,6,417.03,20
P2057,F1037,Korean Air,SIN,TPE,Delayed,41,Female,Medium,Emergency,First,None,Desk,7.0,7.0,17,0,0,Window,3222,241,2024-08-09,1,8,4,8,613.38,0
P2059,F1914,Malaysia Airlines,BKK,HKG,On-time,51,Male,Medium,Leisure,Premium Economy,Platinum,Online,6.3,2.0,85,0,1,Middle,1689,126,2024-04-09,0,8,1,4,512.43,40
P2060,F603,Singapore Airlines,KUL,HKG,On-time,50,Male,Low,Family,Business,None,Online,5.5,31.0,55,0,1,Aisle,2543,190,2024-07-01,1,21,0,7,587.33,0
P2061,F1590,Japan Airlines,NRT,BKK,On-time,73,Male,Low,Leisure,Premium Economy,None,Desk,10.0,2.0,7,0,0,Middle,4648,348,2023-07-06,1,15,3,7,651.24,0
P2062,F1259,Singapore Airlines,HKG,PVG,On-time,61,Male,High,Business,Premium Economy,Gold,Online,6.8,6.0,70,0,0,Window,1255,94,2023-10-23,0,19,0,10,443.38,0
P2063,F900,Japan Airlines,HKG,PVG,Delayed,44,Female,Medium,Leisure,Economy,Gold,Mobile App,5.9,20.0,75,0,0,Aisle,1255,94,2025-04-21,0,3,0,4,656.73,40
P2064,F1717,Malaysia Airlines,NRT,BKK,On-time,71,Female,Medium,Leisure,Economy,None,Desk,7.8,3.0,6,1,1,Window,4648,348,2023-05-15,0,9,0,5,580.08,20
P2066,F1488,Malaysia Airlines,ICN,BKK,On-time,79,Male,Medium,Family,Business,Silver,Mobile App,7.4,26.0,21,0,0,Aisle,3668,274,2023-05-30,1,7,1,5,604.35,40
P2067,F1246,Korean Air,ICN,KUL,On-time,27,Male,High,Leisure,Economy,None,Desk,6.9,10.0,53,0,0,Window,4612,345,2024-11-08,0,3,4,11,446.21,40
P2068,F1930,Japan Airlines,HKG,PVG,On-time,33,Male,Medium,Family,Economy,Platinum,Mobile App,8.4,8.0,59,0,0,Aisle,1255,94,2025-02-04,1,6,1,2,707.6,60
P2069,F907,Korean Air,NRT,HKG,On-time,65,Male,High,Emergency,Premium Economy,None,Online,7.2,4.0,54,0,0,Aisle,2962,222,2025-03-08,0,3,5,3,778.0,0
P2070,F73,Singapore Airlines,ICN,KUL,On-time,23,Male,Low,Emergency,Business,None,Airport Kiosk,6.6,5.0,15,0,1,Window,4612,345,2023-11-28,0,6,1,11,534.62,0
P2071,F701,Korean Air,NRT,BKK,On-time,77,Female,Medium,Leisure,Premium Economy,Gold,Desk,7.9,10.0,2,0,0,Aisle,4648,348,2023-08-05,1,19,5,8,324.28,20
P2073,F1000,Singapore Airlines,SIN,BKK,On-time,23,Female,Low,Leisure,Economy,Gold,Online,6.8,7.0,64,0,0,Middle,1416,106,2024-04-19,0,5,4,4,295.41,0
P2074,F1754,Japan Airlines,ICN,TPE,On-time,46,Male,Low,Family,Economy,Gold,Airport Kiosk,4.6,25.0,58,0,0,Middle,1463,109,2024-07-04,1,11,3,7,503.43,40
P2075,F1242,Qantas,KUL,BKK,Cancelled,53,Female,Medium,Leisure,Economy,Gold,Mobile App,10.0,24.0,59,0,0,Middle,1220,91,2024-02-17,1,11,5,2,753.42,40
P2076,F1819,Korean Air,SYD,SYD,On-time,31,Female,Medium,Family,Premium Economy,Silver,Airport Kiosk,5.4,18.0,8,0,0,Aisle,0,0,2025-04-03,0,20,3,4,494.61,0
P2077,F719,Japan Airlines,ICN,KUL,Delayed,75,Male,Medium,Family,Premium Economy,Platinum,Online,7.7,10.0,51,1,0,Window,4612,345,2024-08-17,1,1,5,8,708.45,20
P2078,F1790,Singapore Airlines,NRT,ICN,On-time,60,Male,Medium,Business,Economy,Gold,Desk,6.9,5.0,42,0,0,Middle,1256,94,2023-09-03,1,16,6,9,687.97,60
P2079,F767,Malaysia Airlines,ICN,HKG,On-time,67,Female,Medium,Leisure,Economy,None,Online,6.5,11.0,73,0,1,Window,2069,155,2023-10-30,0,9,0,10,657.4,20
P2080,F1265,Malaysia Airlines,BKK,KUL,On-time,50,Female,Medium,Business,Premium Economy,Platinum,Desk,8.4,29.0,6,0,1,Aisle,1220,91,2023-10-02,0,9,0,10,538.54,0
P2082,F720,Singapore Airlines,TPE,ICN,On-time,71,Female,Medium,Leisure,Premium Economy,Gold,Desk,6.2,3.0,119,0,0,Window,1463,109,2023-11-16,0,18,3,11,424.71,0
P2083,F720,Korean Air,NRT,BKK,Cancelled,62,Male,Medium,Leisure,Economy,None,Online,5.6,10.0,21,0,0,Middle,4648,348,2024-08-20,1,2,1,8,386.04,0
P2084,F1103,Japan Airlines,HKG,BKK,On-time,48,Female,Medium,Leisure,Business,None,Desk,7.4,4.0,35,0,1,Middle,1689,126,2024-05-31,1,3,4,5,515.86,0
P2085,F1535,Singapore Airlines,HKG,PVG,On-time,67,Male,High,Leisure,Economy,Silver,Airport Kiosk,7.7,0.0,55,0,0,Aisle,1255,94,2024-05-09,0,12,3,5,325.74,20
P2087,F1396,Korean Air,BKK,HKG,On-time,44,Male,Medium,Family,Business,None,Online,6.0,2.0,9,0,1,Window,1689,126,2025-02-21,0,22,4,2,428.69,0
P2088,F1386,Korean Air,HKG,PVG,On-time,50,Female,Medium,Business,Premium Economy,Platinum,Online,10.0,8.0,37,0,1,Middle,1255,94,2023-06-16,1,12,4,6,698.76,40
P2089,F1570,Japan Airlines,NRT,ICN,On-time,35,Female,Medium,Business,Economy,Silver,Airport Kiosk,6.9,0.0,91,0,0,Window,1256,94,2023-09-23,0,5,5,9,291.38,0
P2090,F251,Japan Airlines,SYD,SIN,Cancelled,22,Male,High,Leisure,Business,Gold,Desk,5.5,0.0,31,0,0,Window,6293,472,2024-12-07,0,18,5,12,387.51,0
P2091,F675,Japan Airlines,SIN,BKK,Delayed,50,Female,Medium,Family,Economy,None,Mobile App,6.6,4.0,0,0,1,Window,1416,106,2024-07-09,1,20,1,7,323.37,20
P2092,F132,Japan Airlines,ICN,PVG,On-time,62,Female,Medium,Business,Economy,None,Desk,3.8,8.0,19,0,0,Window,822,61,2023-07-20,1,9,3,7,793.04,0
P2093,F1197,Malaysia Airlines,HKG,PVG,On-time,31,Male,Low,Emergency,Premium Economy,None,Online,7.7,7.0,47,0,0,Aisle,1255,94,2024-07-08,1,17,0,7,608.5,40
P2094,F402,Japan Airlines,SYD,SIN,On-time,72,Female,Medium,Emergency,Economy,Silver,Airport Kiosk,7.8,34.0,35,0,1,Aisle,6293,472,2023-10-04,0,18,2,10,607.29,0
P2095,F1094,Malaysia Airlines,BKK,KUL,On-time,73,Male,Medium,Family,Economy,None,Online,6.0,2.0,90,0,0,Aisle,1220,91,2024-11-16,0,0,5,11,164.84,0
P2096,F1413,Korean Air,SYD,SYD,On-time,26,Male,Low,Family,Economy,Gold,Online,5.4,13.0,48,0,0,Aisle,0,0,2023-08-03,1,2,3,8,412.71,20
P2097,F1808,Korean Air,SIN,KUL,On-time,65,Female,High,Business,Premium Economy,Silver,Airport Kiosk,5.8,0.0,42,0,0,Aisle,297,22,2024-05-13,0,7,0,5,575.04,20
P2098,F517,Singapore Airlines,SYD,SYD,Delayed,45,Male,High,Leisure,Economy,Silver,Desk,10.0,5.0,70,0,0,Aisle,0,0,2024-07-29,1,20,0,7,342.67,0
P2099,F191,Qantas,TPE,BKK,On-time,41,Male,Medium,Leisure,Economy,None,Mobile App,6.3,10.0,9,1,0,Aisle,2489,186,2023-10-10,0,16,1,10,332.55,60
P2100,F511,Qantas,SYD,SIN,Delayed,18,Female,Low,Business,First,Platinum,Airport Kiosk,10.0,23.0,9,0,0,Middle,6293,472,2023-04-30,0,0,6,4,499.83,0
P2101,F1499,Japan Airlines,TPE,SIN,On-time,23,Male,Low,Leisure,Economy,None,Airport Kiosk,7.1,9.0,82,0,0,Middle,3222,241,2023-05-06,0,6,5,5,317.07,0
P2102,F1699,Malaysia Airlines,SIN,BKK,On-time,19,Female,High,Leisure,Economy,None,Desk,9.4,6.0,15,0,0,Window,1416,106,2023-08-15,1,13,1,8,459.75,60
P2103,F369,Malaysia Airlines,KUL,DEL,On-time,36,Male,Medium,Leisure,Economy,None,Airport Kiosk,6.3,2.0,84,1,0,Middle,3876,290,2023-10-07,0,11,5,10,642.94,40
P2104,F1350,Malaysia Airlines,KUL,BKK,On-time,48,Male,Medium,Emergency,Economy,Silver,Airport Kiosk,8.7,15.0,6,0,0,Middle,1220,91,2023-10-26,0,2,3,10,363.3,20
P2105,F823,Singapore Airlines,BKK,TPE,On-time,21,Male,Medium,Leisure,Economy,None,Desk,8.6,6.0,107,0,1,Middle,2489,186,2024-02-14,1,19,2,2,193.0,0
